user_idx,anime_idx,anime_id,rating
23,3623,8675,5.0
424,2060,186,8.0
323,200,10163,5.0
336,1734,16035,7.0
309,2233,20560,5.0
289,501,10793,10.0
82,333,104198,7.0
600,4029,9989,9.0
14,1031,126791,5.0
111,1950,1726,10.0
26,1828,16592,7.0
444,364,104580,10.0
106,2118,1943,80.0
475,3764,97592,9.0
415,2874,21804,4.0
567,2182,20464,9.0
227,2497,21005,7.0
229,2522,21058,5.8
598,2351,20745,7.0
149,2995,2828,10.0
65,2337,20727,8.0
740,3108,3786,9.5
388,1668,15689,6.0
4,2306,20678,7.0
334,2584,21202,8.0
528,1346,142193,58.0
172,381,10495,10.0
200,162,101348,87.0
403,1883,16870,5.0
214,106,101,5.0
246,3115,387,7.0
129,634,110857,8.0
225,3074,3470,8.0
268,148,101302,3.0
459,3830,97940,8.0
430,4021,99748,5.0
679,2454,20931,5.0
1,222,101922,7.5
229,845,117612,2.0
73,1415,14527,3.0
740,1259,137877,5.0
81,2695,21416,74.0
134,1668,15689,10.0
349,59,100643,9.0
710,2010,18,7.9
355,3270,5074,7.0
229,1276,138714,6.5
149,100,100922,9.0
608,2546,21110,7.0
419,908,121,8.5
563,1577,153288,1.0
603,2747,21519,10.0
198,671,1121,70.0
506,2410,20832,5.0
682,2897,21856,7.0
687,2406,20826,9.0
51,1815,16498,8.5
552,395,105200,8.0
113,2142,199,10.0
503,2564,21170,8.0
207,2313,20686,72.0
204,2763,21578,7.0
308,14,100178,10.0
241,1408,145064,10.0
430,1462,14713,9.0
66,1208,135778,0.5
204,1352,142455,6.0
689,836,11743,7.0
476,321,104052,10.0
149,2783,21627,9.0
223,3846,98034,6.4
203,3701,918,7.0
503,2801,2167,2.0
80,3876,98436,8.0
106,3050,325,70.0
21,361,10456,70.0
73,1470,14749,3.0
588,3648,8795,8.0
527,962,124080,9.0
142,317,103900,8.0
50,1319,141014,6.0
505,806,11633,5.0
722,1815,16498,8.0
682,397,105228,7.0
741,3740,9617,7.5
687,1815,16498,8.0
646,192,101573,7.0
149,69,1007,9.0
22,330,104174,3.0
407,2187,20474,9.0
72,3428,6500,7.0
364,1146,13171,7.0
440,516,108241,8.0
163,1295,139630,10.0
452,966,124140,7.0
22,3877,98437,3.0
29,66,100673,62.0
313,3532,7674,9.0
693,3115,387,9.5
160,850,11771,7.0
451,2420,20850,10.0
77,3440,6594,9.0
283,476,107346,6.0
565,2596,21234,9.0
419,801,11617,6.5
224,2609,21256,7.0
464,325,104157,9.5
220,2315,20691,10.0
130,2440,20900,10.0
453,3934,98707,8.0
364,569,109020,7.0
584,2196,20494,9.4
87,3142,4087,10.0
20,3465,6802,3.0
740,450,106863,3.0
349,1117,130586,6.0
169,2534,21087,7.0
80,3214,468,9.0
176,3591,8425,8.0
58,1214,13599,6.0
392,779,114745,9.0
258,1214,13599,5.0
73,689,112443,2.0
702,488,107660,8.5
347,1815,16498,8.0
608,1610,154587,9.0
527,779,114745,10.0
648,1681,1575,9.0
24,2793,21647,8.0
531,4029,9989,7.6
451,2610,21258,8.0
392,3940,98820,8.0
13,2897,21856,9.0
246,2793,21647,7.0
1,2687,21400,10.0
31,2986,269,8.0
126,1461,147103,6.0
198,722,113415,90.0
622,488,107660,10.0
207,1497,148969,67.0
344,2820,21701,4.0
740,807,116338,6.5
25,1585,153518,8.5
415,3386,6114,3.0
412,1882,16868,7.0
305,3569,813,10.0
218,2002,178533,3.0
408,1718,159322,8.0
220,2753,21558,9.0
120,2381,20789,8.0
365,722,113415,9.1
229,1969,174596,5.700000000000001
425,3999,99578,10.0
0,256,102508,4.0
383,3275,5114,8.0
249,1797,163623,8.0
751,879,119661,9.0
412,2207,20514,7.5
198,3368,5958,80.0
116,1178,13331,8.0
2,501,10793,75.0
632,3004,2904,7.3
246,3352,578,7.0
477,3165,4224,8.8
67,1193,13405,1.0
142,2626,21290,8.0
355,1651,156039,5.0
393,3953,98977,9.0
203,2030,18179,8.5
66,514,108111,5.2
200,1462,14713,86.0
643,2078,1889,10.0
200,3339,5680,80.0
595,3870,98384,7.5
358,986,124845,7.0
203,2489,20994,7.0
163,3119,392,7.0
644,1979,175977,7.0
14,98,100891,6.0
632,2094,19151,6.799999999999999
56,3275,5114,8.0
309,1718,159322,8.0
154,1606,154454,3.0
89,2519,21055,7.0
345,0,1,10.0
506,4023,99750,8.0
252,2135,19759,5.0
595,3484,7054,7.5
392,386,105018,8.0
430,2623,21284,9.0
70,879,119661,8.8
349,146,101291,9.0
475,932,122434,4.0
524,96,100876,8.0
349,1709,158926,7.0
191,2897,21856,9.0
53,51,100500,4.0
476,2897,21856,10.0
193,162,101348,9.0
295,524,108388,50.0
469,2140,19815,9.0
88,2053,18497,4.0
93,450,106863,6.0
527,3227,477,8.5
99,2832,21714,5.0
291,968,124194,9.0
268,264,102835,3.0
28,44,100402,5.0
627,2172,20447,8.0
287,2811,21685,5.0
580,3926,98659,7.0
90,3934,98707,72.0
631,2172,20447,3.0
638,1642,15583,55.0
276,2142,199,9.0
418,2206,20513,3.0
149,3753,9724,8.0
249,491,107693,8.0
359,1890,16904,8.0
73,3524,7627,3.0
357,2277,20631,7.0
127,2240,20574,5.0
491,2897,21856,8.0
364,1800,16397,5.0
741,1693,15809,1.0
724,2431,20876,7.0
720,842,11757,7.0
579,968,124194,3.0
299,2554,21127,7.0
198,577,109261,80.0
731,3020,2981,2.0
516,3784,97669,9.0
149,261,10271,8.0
109,1587,153629,9.0
163,2286,20646,8.0
409,2224,20542,8.0
331,1954,173295,8.8
63,2290,20657,6.0
418,3250,4901,3.0
318,3294,523,8.0
430,152,101316,7.0
73,1363,142838,3.0
0,806,11633,4.0
421,120,10110,8.0
139,2469,20955,6.5
109,2625,2129,7.0
321,1260,1379,8.0
506,2739,21509,7.0
220,3866,98320,9.0
55,1659,1562,1.0
298,113,101024,6.0
283,2187,20474,8.0
279,2939,239,5.0
249,177,101386,7.0
349,1703,158791,6.0
364,1693,15809,8.0
420,2956,2476,4.0
82,962,124080,9.0
646,1610,154587,9.0
160,2544,21104,6.0
159,2195,20488,3.0
740,280,1030,8.5
727,146,101291,9.0
527,3819,97907,7.0
435,2797,21659,9.0
359,2658,21339,8.0
625,1159,132193,3.0
1,946,12355,8.0
579,2408,20829,3.0
675,572,109125,4.0
29,4032,99916,57.0
238,2898,21857,7.5
467,4029,9989,80.0
163,59,100643,9.0
692,2554,21127,6.0
129,3273,5081,7.0
632,740,113813,8.9
101,884,11981,3.0
625,1974,17513,3.0
258,2396,20811,9.0
546,1406,145,4.0
650,3521,7593,6.5
77,1973,17505,8.0
309,1626,155070,8.0
556,2199,205,9.0
249,879,119661,8.0
279,2172,20447,6.0
313,2952,245,9.0
379,2468,20954,5.0
313,3607,8525,6.0
77,2256,20601,7.0
663,3837,97986,9.0
330,3490,7088,5.5
24,2848,21746,6.0
475,768,114308,5.0
313,1178,13331,8.0
200,286,103139,30.0
627,3174,431,10.0
561,3740,9617,3.0
652,249,102351,8.6
430,2206,20513,9.0
608,1725,16,7.0
182,2899,21858,8.0
12,1561,15227,8.0
227,2331,20719,7.0
289,2180,20458,8.0
26,2294,20661,9.0
7,3206,462,8.0
278,2955,2472,3.0
89,466,10716,8.0
48,1110,1303,8.0
217,3660,89,4.0
186,2303,20671,7.0
601,23,100227,10.0
713,785,114963,7.0
501,3709,9260,9.0
249,3279,513,7.0
56,2748,21520,8.0
169,3863,98292,8.0
484,549,108632,9.0
66,1359,142701,6.7
149,4006,99634,8.0
696,1138,131565,10.0
574,2817,21698,3.0
336,2807,21679,10.0
243,2480,20981,5.0
24,1176,133,5.0
193,2303,20671,8.0
48,2369,20770,8.0
671,2921,225,1.0
124,1674,1571,7.0
752,279,102997,6.5
38,3884,98460,7.0
119,2818,21699,9.0
260,3084,3588,8.0
702,1266,13807,2.0
302,1283,139274,7.0
283,1342,14199,7.0
62,1851,166873,9.0
14,3604,850,5.0
279,2056,18507,7.199999999999999
162,53,100526,4.0
15,1828,16592,8.0
48,2058,18523,6.0
513,2045,1840,8.0
9,3914,98580,7.0
149,3549,7817,8.0
48,32,100298,7.0
302,3674,898,8.0
49,1863,16732,8.0
82,2385,20793,6.0
207,680,112301,87.0
642,1377,143086,7.5
169,921,12189,7.0
349,1088,129191,6.0
22,920,12187,3.0
409,1017,126288,8.0
218,1071,128545,3.0
254,123,101117,7.0
112,719,113311,8.0
491,1828,16592,5.0
610,41,100388,7.0
246,1628,155158,9.0
591,73,100723,6.0
392,2678,21380,5.0
80,2839,21729,8.0
77,3313,5341,9.0
214,3249,490,6.0
218,1790,163270,3.0
633,551,108725,1.0
608,3403,6213,7.0
149,1096,1293,10.0
688,3165,4224,80.0
497,2986,269,9.0
57,2278,20632,8.0
398,4011,99693,9.0
524,280,1030,7.0
675,1653,15605,1.0
262,3017,2966,9.0
14,1484,148116,7.0
229,1339,141902,8.5
504,269,102883,10.0
149,2154,20053,6.0
377,3484,7054,10.0
477,1373,1430,6.9
525,3275,5114,10.0
270,2826,21709,7.0
394,2297,20665,9.6
65,3157,4181,8.0
109,17,100182,8.5
134,269,102883,10.0
696,3862,98291,8.0
325,2860,21776,5.0
626,3894,98503,8.0
445,314,103874,3.0
70,1038,127050,3.0
335,1165,132456,6.0
401,161,101347,8.0
570,2125,19603,57.0
149,1885,1689,4.0
412,2535,21088,7.0
53,157,101338,5.0
430,2028,18153,9.0
31,2645,21319,7.0
419,19,100185,5.0
636,1754,161645,9.0
203,2032,18195,8.0
535,551,108725,6.4
513,2006,17895,8.0
14,1043,127230,7.0
568,3119,392,9.0
318,400,105333,9.0
97,2489,20994,7.0
378,3521,7593,4.0
577,538,108553,10.0
382,2125,19603,4.0
265,2211,20519,4.0
261,161,101347,4.0
632,1038,127050,8.1
48,2198,20497,5.0
349,1823,165314,5.0
283,2303,20671,6.0
38,2970,2593,8.0
225,192,101573,8.0
595,689,112443,8.0
546,3129,3972,4.0
28,2533,21085,10.0
412,814,116673,6.5
106,1719,1594,80.0
69,1317,140960,6.0
64,1871,16782,8.0
227,468,10719,7.0
636,432,106286,9.5
603,2451,20923,8.0
364,3099,3713,10.0
72,232,102,7.0
211,2532,21078,68.0
364,3492,71,7.0
517,3781,97665,8.0
89,3703,92,7.0
610,2746,21518,9.0
56,2688,21403,10.0
503,3004,2904,9.0
598,2760,21573,7.0
467,3678,900,70.0
36,2902,21862,6.0
735,810,116588,7.0
36,2896,21855,8.0
210,2993,2787,7.0
734,1801,164,9.0
398,2030,18179,8.0
149,3632,87486,5.0
279,2731,21495,7.5
355,2182,20464,8.0
648,2538,21093,4.0
216,3172,43,9.0
59,1410,14513,8.0
415,2451,20923,3.0
195,2610,21258,9.0
398,2555,21128,7.0
359,2283,20643,7.0
512,1779,163079,8.0
507,2420,20850,7.0
708,157,101338,4.0
66,851,117755,1.5
325,1385,14349,4.0
508,1469,14741,9.0
149,2862,21778,8.0
728,702,112788,1.5
424,2146,2001,9.0
364,1889,1690,9.0
256,938,12291,10.0
741,2006,17895,4.0
182,3877,98437,10.0
126,768,114308,8.0
51,313,103871,6.5
644,1196,134131,4.0
512,1838,166531,10.0
59,2441,20901,8.0
475,1029,12679,8.0
558,1815,16498,7.5
28,974,12445,6.0
86,489,107663,8.0
45,3455,6702,9.0
73,1426,146065,3.0
166,3577,822,4.0
364,1858,16706,9.0
169,135,101215,7.0
63,1724,159831,7.0
14,2987,27,1.0
741,3926,98659,1.0
313,95,10087,8.0
130,3893,98502,7.0
515,3678,900,8.5
397,457,106967,4.0
82,1547,151807,7.0
309,1424,145815,6.0
296,3974,99366,8.0
309,1748,161364,7.0
665,1104,130003,5.0
738,844,11761,3.0
7,3183,442,7.0
231,1486,1482,5.0
287,2659,21340,8.0
308,2182,20464,6.5
162,1166,132473,7.0
207,1180,133411,60.0
412,897,120377,7.800000000000001
546,2952,245,5.0
38,3709,9260,8.0
291,1157,132126,5.0
496,3071,3457,4.0
364,3878,98438,8.0
108,2627,21291,10.0
473,3050,325,5.0
130,1486,1482,7.0
553,11,100166,8.0
283,2094,19151,7.0
355,3446,6637,7.0
106,3902,98519,60.0
496,2369,20770,5.0
104,1179,13333,8.0
563,1258,137822,5.0
230,2905,21875,10.0
430,1327,141350,10.0
235,2818,21699,7.5
57,2120,195,7.0
249,1835,166452,8.0
220,1617,15487,9.0
598,2394,20807,7.0
233,2172,20447,9.0
467,3689,906,80.0
293,363,104578,6.0
147,109,101004,100.0
381,538,108553,97.0
220,2096,19163,9.0
504,4011,99693,7.0
229,188,101547,4.0
194,3053,3287,0.5
648,2336,20725,8.5
430,515,108147,8.0
441,2663,21355,100.0
468,2591,21220,3.0
497,2286,20646,9.0
99,2820,21701,10.0
48,887,120,4.0
21,3807,97863,20.0
203,3513,7472,7.0
78,3246,4896,7.0
93,1584,1535,9.0
157,2223,20541,10.0
497,3073,3467,8.0
240,2917,223,7.0
476,2420,20850,10.0
353,997,12531,8.0
309,995,125206,8.0
467,2596,21234,90.0
220,2179,20457,9.0
501,1815,16498,5.0
142,3493,710,7.0
229,1716,15911,5.0
424,2487,20992,8.0
741,432,106286,3.0
39,3669,8937,8.0
412,2504,21018,6.0
229,3057,33,7.5
497,2558,21136,7.0
313,3713,9322,6.0
720,728,113538,10.0
392,3352,578,9.0
26,3579,8246,7.0
73,3059,3328,3.0
387,3862,98291,6.0
34,3877,98437,4.0
472,1088,129191,5.0
586,986,124845,9.0
438,1815,16498,7.0
116,3455,6702,6.0
64,3278,512,8.0
740,866,118419,2.5
628,3464,68,10.0
528,3801,97832,63.0
745,1815,16498,10.0
254,221,101921,8.0
632,1014,126192,8.0
492,2537,21092,3.7
70,615,110354,5.0
370,396,10521,8.8
207,663,1118,65.0
2,662,111790,82.0
77,3519,7590,7.0
124,2924,226,8.0
130,2246,20590,6.0
229,2877,21818,5.0
139,1030,126790,8.0
288,1418,145545,9.0
55,2493,21,3.0
89,99,10092,8.0
5,2257,20602,6.9
28,164,101350,6.0
169,2469,20955,4.0
731,1642,15583,4.0
629,1363,142838,8.0
740,840,117533,8.0
434,793,115230,80.0
287,2596,21234,6.0
412,314,103874,7.4
253,3645,8769,1.0
709,351,104458,10.0
218,1309,140643,2.0
12,1189,13391,7.0
0,2373,20774,3.0
76,181,101474,68.0
644,3527,7647,8.0
433,3865,98314,9.0
729,3863,98292,6.0
430,728,113538,6.0
12,3324,550,2.0
321,2271,20623,8.0
180,3830,97940,82.0
147,1291,139518,75.0
174,4004,99629,3.0
716,3982,99423,7.5
278,3967,99255,2.0
633,186,101506,60.0
641,3273,5081,10.0
505,2900,21860,5.0
668,785,114963,10.0
243,737,113717,5.0
82,7,100112,6.0
670,409,105807,80.0
157,1555,15201,8.0
55,3405,6288,1.0
716,1785,163142,7.7
653,2710,21450,8.5
271,2365,20766,8.0
357,3522,76,8.0
39,3802,97833,2.0
4,3348,5734,6.0
73,261,10271,3.0
20,3380,6045,3.0
28,1426,146065,7.0
582,128,101165,7.0
465,3107,3785,10.0
134,3555,790,6.0
676,2271,20623,7.0
148,2897,21856,8.0
93,79,100749,7.5
28,1871,16782,9.0
644,2671,21364,7.0
738,1139,131573,3.0
225,3733,9513,8.0
64,146,101291,7.0
591,2804,21676,7.5
142,3839,97994,7.0
184,2663,21355,7.0
249,85,100784,10.0
130,1123,130713,7.0
652,2420,20850,8.8
608,3130,3974,6.0
501,3339,5680,3.0
203,3278,512,7.0
461,1584,1535,10.0
147,2450,20920,80.0
139,1724,159831,7.5
328,1470,14749,7.0
163,1165,132456,7.0
249,3154,4163,7.0
389,180,101432,8.0
575,3959,99147,9.0
55,2963,2508,2.0
116,3506,7338,9.0
622,1584,1535,10.0
321,1247,137227,5.0
112,2185,20472,7.0
66,384,104990,7.199999999999999
73,64,100668,3.0
472,725,113425,3.0
312,400,105333,7.0
48,3764,97592,8.0
412,759,114194,7.3
149,580,109298,9.0
67,296,1033,9.0
729,2692,21410,1.0
366,2735,21499,6.0
309,604,110130,4.0
85,146,101291,80.0
154,4002,996,3.0
186,946,12355,7.0
126,3886,98478,10.0
207,1604,154391,30.0
14,1502,149326,8.0
617,1302,140439,9.0
305,2808,21682,10.0
279,2026,18139,8.5
431,0,1,2.0
589,3662,891,7.0
441,3210,4654,80.0
225,2493,21,10.0
357,2952,245,9.0
83,2358,20755,7.0
679,41,100388,5.0
163,100,100922,8.0
278,2779,21613,2.0
65,2825,21708,7.0
605,17,100182,2.0
149,3557,793,8.0
312,2534,21087,9.0
136,2716,21459,8.0
298,2807,21679,8.0
574,3484,7054,3.0
364,3109,379,9.0
372,1879,1686,7.3
477,2294,20661,7.7
354,2490,20995,10.0
258,552,108759,9.0
48,130,101167,5.0
578,3900,98514,5.0
80,70,100714,7.0
588,1592,153841,9.0
130,3156,4177,10.0
510,1368,14289,8.0
263,3708,9253,9.0
31,3656,8861,8.0
22,2836,21719,3.0
313,2195,20488,7.0
107,2330,20714,8.0
14,340,104276,7.0
29,552,108759,24.0
260,843,11759,4.0
549,3837,97986,90.0
595,486,107625,8.0
166,1047,127366,5.0
356,1681,1575,8.0
558,2988,270,6.5
702,1446,146722,8.5
419,1193,13405,0.7
518,2836,21719,8.5
642,1239,136804,8.0
349,924,122052,7.0
705,2807,21679,9.5
103,2470,20958,8.0
198,367,104647,60.0
430,1304,140457,10.0
120,2431,20876,8.0
584,3579,8246,8.6
126,2022,18115,8.0
295,1640,155730,70.0
475,3278,512,8.5
430,1469,14741,8.0
69,3001,2890,9.0
203,2629,21295,7.0
610,3484,7054,8.0
357,2752,21557,7.0
266,3460,6773,70.0
52,2408,20829,4.0
428,1003,125446,9.0
591,818,116742,8.0
111,842,11757,10.0
533,209,101759,9.8
279,867,11843,5.0
441,2901,21861,90.0
359,2311,20684,8.0
430,64,100668,8.0
456,181,101474,10.0
298,2819,21700,7.0
328,2751,21555,4.0
361,2716,21459,9.0
739,3396,6178,7.0
492,3673,897,5.1
203,2007,17909,8.5
52,2230,20554,6.0
751,3004,2904,10.0
270,2685,21394,9.0
248,1951,17265,8.0
206,4036,99940,9.0
388,2257,20602,6.0
728,3178,437,9.5
207,1087,129190,80.0
655,3894,98503,10.0
467,2920,2248,80.0
225,3300,527,8.0
519,2826,21709,9.0
544,3473,6922,5.0
390,3200,4565,3.0
687,3859,98240,9.0
6,2044,18397,10.0
72,3231,479,8.0
562,19,100185,5.1
585,3708,9253,6.0
752,476,107346,4.5
636,3317,5356,8.1
460,1866,16742,5.0
339,3693,9074,8.0
96,2450,20920,8.0
36,2049,18441,8.0
276,2429,20872,8.0
204,722,113415,8.0
687,2798,21660,8.0
129,2387,20799,8.0
241,399,105310,8.0
112,14,100178,10.0
576,325,104157,9.0
227,2482,20984,6.0
139,2713,21455,8.5
359,3715,9330,7.0
608,1549,1519,7.0
207,2811,21685,85.0
335,3789,97716,5.0
220,2640,21312,9.0
249,2227,20551,7.0
626,146,101291,9.0
303,221,101921,9.0
570,3811,97880,50.0
182,3569,813,7.0
687,886,119947,8.0
537,3940,98820,8.5
174,171,101373,4.0
445,2381,20789,3.0
96,83,100773,9.0
738,3876,98436,2.0
38,1385,14349,8.0
129,2984,268,7.0
214,2873,21803,10.0
15,3599,8476,8.0
635,2144,20,50.0
126,898,12049,7.0
740,746,113936,3.5
603,1003,125446,9.0
188,3926,98659,9.0
640,999,125368,6.0
129,634,110857,8.0
597,2454,20931,5.0
544,640,11111,5.0
430,2469,20955,4.0
279,2431,20876,5.0
70,507,10800,9.6
295,3795,97766,70.0
287,1919,17082,3.0
716,695,112641,9.0
653,2290,20657,7.0
578,3301,5277,4.0
149,2224,20542,7.0
278,2234,20565,2.0
740,1754,161645,8.0
172,2272,20625,10.0
203,2564,21170,8.0
632,2956,2476,7.1
249,2861,21777,7.0
51,2318,20694,7.5
176,1885,1689,9.0
186,1333,141774,7.0
226,3275,5114,78.0
740,488,107660,8.0
632,2901,21861,7.800000000000001
149,32,100298,9.0
419,3967,99255,8.0
717,1564,152523,6.0
335,1265,138060,7.0
267,2739,21509,7.3
93,3278,512,8.0
587,842,11757,9.0
218,599,109964,3.0
599,728,113538,7.0
80,3413,6351,8.0
85,3775,97637,70.0
729,3708,9253,6.0
568,2697,21421,10.0
64,2811,21685,7.5
46,2754,2156,64.0
674,2476,20968,7.199999999999999
145,529,108463,6.5
674,689,112443,7.0
18,2580,21196,6.0
709,2639,21311,9.0
281,143,101281,10.0
216,3275,5114,10.0
20,2218,20529,3.0
318,2470,20958,6.0
752,131,101168,8.5
87,1458,146984,8.0
106,2779,21613,80.0
106,849,1177,60.0
469,2184,20471,7.0
321,1001,125426,6.0
335,3996,99540,5.0
248,2358,20755,7.0
11,884,11981,8.0
321,2429,20872,8.0
28,678,112293,4.0
617,1607,154459,3.0
674,3138,4059,7.0
194,2260,20605,10.0
451,801,11617,10.0
412,123,101117,8.0
467,529,108463,90.0
119,2182,20464,8.0
50,2622,21281,7.0
21,909,1210,85.0
149,2674,21376,7.0
35,364,104580,8.0
357,2772,21597,7.0
498,3253,4970,6.0
309,2713,21455,9.0
383,2470,20958,8.0
22,2522,21058,3.0
0,3922,98631,5.0
752,2575,21188,6.0
30,946,12355,9.0
562,1803,16417,7.0
269,2613,21262,8.0
124,3832,97980,9.0
249,1769,162785,8.0
79,2992,2759,6.0
471,912,12115,5.0
475,3987,99468,8.0
121,1957,1735,10.0
0,192,101573,5.0
559,142,101280,9.0
617,664,111852,5.0
172,2006,17895,10.0
14,823,117002,6.0
413,2096,19163,6.0
512,121,101100,8.0
76,3275,5114,100.0
229,2588,21213,2.0
486,2807,21679,8.5
349,1507,149883,5.0
176,2765,21584,8.5
36,3723,9379,6.0
225,1576,15323,8.0
73,2179,20457,2.0
419,2716,21459,8.5
156,425,10620,10.0
575,842,11757,7.0
106,2252,20596,70.0
5,3165,4224,9.0
512,1724,159831,9.0
467,3745,9656,80.0
689,3174,431,9.0
15,3564,8074,6.0
335,3545,7791,8.0
320,41,100388,8.0
668,1092,1292,5.0
227,2992,2759,8.0
518,2480,20981,7.0
214,3284,5162,2.0
585,2211,20519,8.0
201,3187,4447,8.0
249,377,10490,6.0
130,1136,131520,9.0
28,277,102977,8.0
562,1588,153658,8.0
693,2251,20595,9.5
502,3709,9260,1.0
8,3179,4382,6.0
704,2250,20594,5.0
241,1216,13601,8.0
140,1174,13271,7.0
198,1609,15451,70.0
741,762,114232,7.3
470,1684,15771,7.800000000000001
64,2290,20657,8.0
357,2699,21423,8.0
197,3004,2904,10.0
309,1742,160589,4.0
166,787,11499,6.0
231,142,101280,5.0
570,2847,21745,88.0
357,3106,3784,10.0
287,837,117448,6.0
344,640,11111,7.0
740,614,110353,7.5
689,204,10165,10.0
476,680,112301,10.0
430,2032,18195,7.0
66,1250,137312,2.2
12,2153,20047,6.0
257,3484,7054,7.800000000000001
148,3189,4477,10.0
200,413,10589,65.0
393,3862,98291,10.0
207,128,101165,87.0
278,2837,21726,3.0
48,2848,21746,5.0
565,1141,131586,10.0
160,3216,47,7.0
430,1405,144932,10.0
648,1317,140960,9.5
14,3826,97932,4.0
5,2477,20972,10.0
209,2761,21574,7.5
80,2819,21700,7.0
316,2922,2251,9.0
313,2406,20826,7.0
468,2874,21804,3.0
543,2336,20725,8.0
11,2358,20755,7.0
338,1501,14921,50.0
217,835,11741,8.0
367,728,113538,10.0
406,2811,21685,8.0
220,2414,20839,8.0
475,615,110354,4.0
28,2454,20931,10.0
544,2663,21355,4.0
477,2515,21049,7.1
358,3934,98707,6.0
591,340,104276,6.5
741,1323,141208,5.0
603,2681,21385,7.0
45,2669,21361,8.0
283,3545,7791,8.0
330,2686,21399,9.0
665,1538,151384,4.0
214,2875,21813,8.0
379,2716,21459,4.0
355,468,10719,6.0
401,2555,21128,7.5
4,2507,21034,10.0
565,1163,132405,9.0
193,1693,15809,7.0
441,2327,20711,80.0
335,878,1195,6.0
407,3795,97766,6.0
406,3524,7627,7.5
349,108,101002,7.0
575,879,119661,8.0
513,3295,5231,8.0
519,1841,16662,7.0
271,2290,20657,8.0
493,3254,4975,2.0
57,3787,97682,4.0
435,3779,97660,6.0
31,2136,19769,7.0
622,3386,6114,10.0
100,2732,21496,7.199999999999999
264,2454,20931,4.0
149,3211,466,6.0
579,192,101573,3.0
518,2492,20997,7.5
644,1382,143338,5.0
309,3778,97645,4.0
174,3985,99426,9.0
15,1469,14741,7.0
209,442,106509,7.800000000000001
5,1590,15379,7.0
580,3074,3470,8.0
454,2564,21170,10.0
535,1824,165356,8.0
717,795,115740,7.0
110,2302,20670,4.0
193,2763,21578,8.0
376,2748,21520,9.5
594,2252,20596,2.0
120,712,11319,8.0
299,1883,16870,6.0
364,2999,288,3.0
417,2534,21087,7.0
392,405,10568,8.0
700,533,108489,8.5
327,96,100876,7.0
283,286,103139,7.0
740,2470,20958,8.0
199,2488,20993,8.0
503,3926,98659,7.0
359,3745,9656,8.0
122,3373,6,5.0
86,501,10793,7.5
159,3374,60,10.0
235,728,113538,7.5
595,3969,99263,9.5
563,1502,149326,1.0
578,2819,21700,4.0
562,1648,155963,10.0
227,2537,21092,8.0
82,3788,97683,6.0
188,2287,20652,9.0
470,3999,99578,8.0
80,417,105932,8.0
186,3969,99263,9.0
204,2320,20698,8.0
446,3335,5667,7.0
458,3569,813,7.5
5,984,12477,8.2
308,1947,172420,8.5
591,828,117193,6.5
617,299,103302,6.5
437,1610,154587,10.0
309,4000,9958,7.0
220,2818,21699,9.0
65,3412,6347,5.0
53,3080,356,4.0
176,3209,465,8.3
475,3436,6574,7.0
308,1681,1575,6.5
413,516,108241,6.0
497,1216,13601,9.0
130,2639,21311,7.0
700,162,101348,9.0
10,3877,98437,7.3
29,2035,18245,87.0
237,2257,20602,8.0
191,4016,99714,10.0
166,3458,6747,5.0
29,1469,14741,48.0
659,1224,136302,7.5
570,3104,3782,75.0
66,2623,21284,4.5
7,2788,21639,7.0
141,3775,97637,7.0
46,2716,21459,81.0
401,3845,98033,9.3
159,3978,9941,9.0
613,3165,4224,7.5
621,1584,1535,8.1
339,1082,12883,7.0
394,2829,21711,6.0
605,2445,20910,3.0
58,2271,20623,7.0
309,817,116741,7.0
374,209,101759,3.0
736,1038,127050,7.0
81,1584,1535,80.0
438,2260,20605,8.0
557,3004,2904,10.0
86,2546,21110,7.0
149,3754,9734,8.0
679,2487,20992,5.0
395,1288,139435,9.0
389,3523,761,7.0
357,2841,21732,8.0
96,2798,21660,7.0
73,2400,20815,3.0
59,2703,21428,8.0
367,763,114236,9.0
236,2800,21665,5.0
193,3877,98437,8.0
203,3431,6547,9.0
57,2303,20671,9.0
261,2397,20812,10.0
47,393,10519,60.0
660,3667,893,7.0
550,2807,21679,8.5
650,322,10408,8.0
15,878,1195,7.0
321,3742,962,8.0
640,2172,20447,6.0
335,571,1091,6.0
737,612,110349,7.0
69,2231,20555,9.0
42,806,11633,7.0
552,191,101571,8.0
712,2420,20850,5.0
174,1668,15689,7.5
476,3742,962,10.0
254,557,108928,2.0
349,3586,84,8.0
494,2446,20912,8.0
167,3542,777,9.0
203,3834,97983,8.0
309,1733,160188,8.0
335,2325,20709,7.0
364,1575,153152,8.0
351,2396,20811,5.0
567,3959,99147,10.0
104,2233,20560,8.0
268,2250,20594,3.0
357,2713,21455,7.0
336,432,106286,9.0
392,757,114124,9.0
145,3089,3652,7.0
34,3879,98439,6.0
59,2161,2025,8.0
167,2419,20849,6.0
200,3986,99457,74.0
398,1290,139498,7.0
80,3490,7088,7.0
20,2952,245,3.0
182,1828,16592,7.0
147,3216,47,85.0
743,1665,156632,9.0
229,1361,142770,6.5
101,313,103871,5.0
497,598,109963,9.0
669,268,102882,86.0
632,3993,99528,8.7
64,1793,16353,8.0
465,3999,99578,8.0
434,2550,21120,80.0
82,1308,140642,8.0
240,1403,14467,8.0
518,1319,141014,8.4
